homograph	wordid	sentence	start	end
coordinate	coordinate_adj-nou	If the basis vectors are orthogonal at every point, the coordinate system is an orthogonal coordinate system.	91	101
coordinate	coordinate_adj-nou	These metals can form octahedral six-coordinate M(IV) linking units from organic dihalides and the corresponding 4-coordinate M(II) monomers.	37	47
coordinate	coordinate_adj-nou	Chinese regulations mandate that approved map service providers in China use a specific coordinate system, called GCJ-02.	88	98
coordinate	coordinate_adj-nou	This can be defined by this formula:for xᵢ and yᵢ representing each respective coordinate.	83	93
coordinate	coordinate_adj-nou	No coordinate condition is generally covariant, but many coordinate conditions are Lorentz covariant or rotationally covariant.	3	13
coordinate	coordinate_adj-nou	In three-dimensional space the intersection of two coordinate surfaces is a coordinate curve.	51	61
coordinate	coordinate_adj-nou	The rotated coordinate system makes an angle with the original coordinate system.	63	73
coordinate	coordinate_adj-nou	The equatorial coordinate system is a celestial coordinate system widely used to specify the positions of celestial objects.	48	58
coordinate	coordinate_adj-nou	The independent coordinate has sense of time.	16	26
coordinate	coordinate_adj-nou	However, if the particle is constrained to move in a surface, a two-dimensional coordinate system is sufficient.	80	90
coordinate	coordinate_adj-nou	Applying this linear function to a vector, gives (using its linearity)so just the value of the first coordinate.	101	111
coordinate	coordinate_adj-nou	Horizontal datums are used for describing a point on the Earth's surface, in latitude and longitude or another coordinate system.	111	121
coordinate	coordinate_adj-nou	Because the preferred coordinate system is cylindrical-polar, this type of orthotropy is also called polar orthotropy.	22	32
coordinate	coordinate_adj-nou	AST A flexible and powerful library for handling World Coordinate Systems, partly based on the SLALIB library.	55	65
coordinate	coordinate_adj-nou	In this coordinate system the Killing vector field has the components.	8	18
coordinate	coordinate_adj-nou	The coordinate system layer implements and extends the concepts in the Climate and Forecast Metadata Conventions.	4	14
coordinate	coordinate_adj-nou	The x coordinate is a continuous index.	6	16
coordinate	coordinate_adj-nou	The penta-coordinate silicate intermediate 3 is postulated, but no proof exists to date.	10	20
coordinate	coordinate_adj-nou	Also, a negative radial coordinate is best interpreted as the corresponding positive distance measured in the opposite direction.	24	34
coordinate	coordinate_vrb	The International Biological Program (IBP) was an effort between 1964 and 1974 to coordinate large-scale ecological and environmental studies.	82	92
coordinate	coordinate_vrb	The Institutes coordinate conferences, workshops, seminars, and colloquia.	15	25
coordinate	coordinate_vrb	It helped establish conservation areas and coordinate Heritage Open Days.	43	53
coordinate	coordinate_vrb	They should also coordinate the whole youth level of the Austrian Army sports in their section.	17	27
coordinate	coordinate_vrb	However the school continues to coordinate with Cornwall Council for admissions.	32	42
coordinate	coordinate_vrb	Also at this conference Premier Vittorio Orlando of Italy gave General Foch the authority to coordinate the Italian army.	93	103
coordinate	coordinate_vrb	In 1994 a project director was engaged, to coordinate the process of historical research.	43	53
coordinate	coordinate_vrb	Also, the better the stereoelectronic interaction is, the less reactive it is to coordinate to the boron atom.	81	91
coordinate	coordinate_vrb	Some Phalaenopsis species in Malaysia are known to use subtle weather cues to coordinate mass flowering.	78	88
coordinate	coordinate_vrb	Even this proved impossible to coordinate, and many ships wandered off on their own.	31	41
coordinate	coordinate_vrb	"BERRY GETS HONOR SCROLL Calls for a 'Normal' Pace in Public Projects and Predicts Agency to Coordinate Them."""	92	102
coordinate	coordinate_vrb	Workers may arrange to coordinate their days off so that their responsibilities are adequately covered.	23	33
coordinate	coordinate_vrb	The heart is neurogenic as opposed to myogenic, so nerve cells instead of muscle cells initiate and coordinate the heart.	100	110
coordinate	coordinate_vrb	The two companies have agreed to coordinate marketing.	33	43
coordinate	coordinate_vrb	Congress directed the Office of the Federal Coordinator to expedite and coordinate federal permitting for construction of a pipeline.	72	82
coordinate	coordinate_vrb	The Great Depression saw one of the first large-scale, nationwide efforts to coordinate volunteering for a specific need.	77	87
coordinate	coordinate_vrb	The programmer must carefully coordinate actions to manage their side effects upon each other.	30	40
coordinate	coordinate_vrb	Ruiz also had a number of medical appointments, and was forced to follow a regimen which his fiancée helped coordinate.	109	119
coordinate	coordinate_vrb	The school continues to coordinate with Leicester City Council for admissions.	24	34
coordinate	coordinate_vrb	The school is now sponsored by School Partnership Trust Academies, but continues to coordinate with Wakefield Council for admissions.	84	94
coordinate	coordinate_vrb	However, the school continues to coordinate with Warrington Borough Council regarding its admissions.	33	43
coordinate	coordinate_vrb	The division lost contact with its artillery support and was unable to coordinate with attached tanks.	71	81
coordinate	coordinate_vrb	The remit of the EAU-RF is to stimulate and coordinate basic, translational and clinical research by qualified ICH GCP investigators.	44	54
coordinate	coordinate_vrb	Burgos and San Juan de los Lagos sponsor and coordinate activities between both populations.	45	55
coordinate	coordinate_vrb	In 1925, Archbishop John T. McNicholas developed a unified agency to coordinate all educational work in the diocese.	69	79
coordinate	coordinate_vrb	However Millthorpe School continues to coordinate with York City Council for admissions.	39	49
coordinate	coordinate_vrb	In 2010, DoD established the Office of the Assistant Secretary of Operational Energy Plans and Programs to coordinate energy issues.	107	117
coordinate	coordinate_vrb	As Minority Whip, Humason will coordinate votes within the Senate Republican Caucus and assist the Minority Leader in developing policy.	31	41
coordinate	coordinate_vrb	Today, the main purpose of these is to coordinate the cooperation and agitation of the syndicates.	39	49
coordinate	coordinate_vrb	The ACLU formed the National Committee on Freedom from Censorship in 1931 to coordinate this effort.	77	87
coordinate	coordinate_vrb	BAE Systems, Lancashire County Council and Lancashire Enterprise Partnership coordinate the site's development.	77	87
coordinate	coordinate_vrb	This would, it was hoped, lead to civilian panic and the inability of local opposing forces to coordinate a defense.	95	105
coordinate	coordinate_vrb	76 Wing arrived from Cairns, Queensland, to coordinate and control minelaying operations in NWA by three Catalina squadrons.	44	54
coordinate	coordinate_vrb	Graphene can be a ligand to coordinate metals and metal ions by introducing functional groups.	28	38
coordinate	coordinate_vrb	He helped coordinate the Mariners' farm system, organized spring training, and dealt with equipment problems, medical arrangements, and scouting schedules.	10	20
coordinate	coordinate_vrb	This allows the brain to coordinate sensory and motor impulses.	25	35
coordinate	coordinate_vrb	The generals defending Shuozhou and Yunzhou would be notified of the plan to coordinate activities.	77	87
coordinate	coordinate_vrb	They would also coordinate the arrangements of their shows in order to avoid clashes.	16	26
coordinate	coordinate_vrb	In December 2008, the party and the National Arab Socialist Ba'ath Party agreed to coordinate their political activities.	83	93
coordinate	coordinate_vrb	In 1935, the federal government formed a Drought Relief Service (DRS) to coordinate relief activities.	73	83
coordinate	coordinate_vrb	Regular userspace web servers do not need to be altered in any way for TUX to coordinate with them.	78	88
coordinate	coordinate_vrb	Features of the software allow groups of people to coordinate their work and track each other's changes.	51	61
correlate	correlate_nou	It is believed that spontaneous activity in the denervated visual cortex is the neural correlate of visual hallucinations.	87	96
correlate	correlate_nou	IB5k has three divisions: Correlate Analytics, IB5k Interactive & Media, and IB5k Network.	26	35
correlate	correlate_nou	The current correlate was established by Zhang Cang upon the foundation of the empire.	12	21
correlate	correlate_nou	On the feelings and their neural correlate, with an examination of the nature of pain.	33	42
